Character,Chosen Tone,Review Status,Possible Source Tones,Readings,Pingshui Rhyme Group,Rhyme Group Source,Source Row Count,Notes,Chosen Ping-Ze,Source Ping-Ze,Preliminary Source
脱,入,"=IF(B3308="""",""Needs decision"",""Ready"")",去/入,dwajH (C); dwat (D); thwat (D),,,3,User workbook edit 2026-09-03,"=IF(B3308="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B3308)),OR(ISNUMBER(SEARCH(""上"",B3308)),ISNUMBER(SEARCH(""去"",B3308)),ISNUMBER(SEARCH(""入"",B3308)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B3308)),""平"",""仄"")))","=IF(D3308="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D3308)),OR(ISNUMBER(SEARCH(""上"",D3308)),ISNUMBER(SEARCH(""去"",D3308)),ISNUMBER(SEARCH(""入"",D3308)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D3308)),""平"",""仄"")))",manual user correction
脾,平,"=IF(B3309="""",""Needs decision"",""Ready"")",平,bjie (A),上平聲四支,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B3309="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B3309)),OR(ISNUMBER(SEARCH(""上"",B3309)),ISNUMBER(SEARCH(""去"",B3309)),ISNUMBER(SEARCH(""入"",B3309)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B3309)),""平"",""仄"")))","=IF(D3309="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D3309)),OR(ISNUMBER(SEARCH(""上"",D3309)),ISNUMBER(SEARCH(""去"",D3309)),ISNUMBER(SEARCH(""入"",D3309)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D3309)),""平"",""仄"")))",
腆,上,"=IF(B3310="""",""Needs decision"",""Ready"")",上,thenX (B),上聲十六銑,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B3310="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B3310)),OR(ISNUMBER(SEARCH(""上"",B3310)),ISNUMBER(SEARCH(""去"",B3310)),ISNUMBER(SEARCH(""入"",B3310)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B3310)),""平"",""仄"")))","=IF(D3310="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D3310)),OR(ISNUMBER(SEARCH(""上"",D3310)),ISNUMBER(SEARCH(""去"",D3310)),ISNUMBER(SEARCH(""入"",D3310)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D3310)),""平"",""仄"")))",
腋,入,"=IF(B3311="""",""Needs decision"",""Ready"")",入,yek (D),入聲十一陌,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B3311="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B3311)),OR(ISNUMBER(SEARCH(""上"",B3311)),ISNUMBER(SEARCH(""去"",B3311)),ISNUMBER(SEARCH(""入"",B3311)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B3311)),""平"",""仄"")))","=IF(D3311="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D3311)),OR(ISNUMBER(SEARCH(""上"",D3311)),ISNUMBER(SEARCH(""去"",D3311)),ISNUMBER(SEARCH(""入"",D3311)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D3311)),""平"",""仄"")))",
腎,上,"=IF(B3312="""",""Needs decision"",""Ready"")",上,dzyinX (B),上聲十一軫,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B3312="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B3312)),OR(ISNUMBER(SEARCH(""上"",B3312)),ISNUMBER(SEARCH(""去"",B3312)),ISNUMBER(SEARCH(""入"",B3312)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B3312)),""平"",""仄"")))","=IF(D3312="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D3312)),OR(ISNUMBER(SEARCH(""上"",D3312)),ISNUMBER(SEARCH(""去"",D3312)),ISNUMBER(SEARCH(""入"",D3312)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D3312)),""平"",""仄"")))",
腐,上,"=IF(B3313="""",""Needs decision"",""Ready"")",上,bjuX (B),上聲七麌,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B3313="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B3313)),OR(ISNUMBER(SEARCH(""上"",B3313)),ISNUMBER(SEARCH(""去"",B3313)),ISNUMBER(SEARCH(""入"",B3313)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B3313)),""平"",""仄"")))","=IF(D3313="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D3313)),OR(ISNUMBER(SEARCH(""上"",D3313)),ISNUMBER(SEARCH(""去"",D3313)),ISNUMBER(SEARCH(""入"",D3313)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D3313)),""平"",""仄"")))",
腓,平,"=IF(B3314="""",""Needs decision"",""Ready"")",平,,上平聲五微,"Pingshui main list, Wikisource-derived DOCX",0,User correction 2026-09-08; added manually,"=IF(B3314="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B3314)),OR(ISNUMBER(SEARCH(""上"",B3314)),ISNUMBER(SEARCH(""去"",B3314)),ISNUMBER(SEARCH(""入"",B3314)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B3314)),""平"",""仄"")))","=IF(D3314="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D3314)),OR(ISNUMBER(SEARCH(""上"",D3314)),ISNUMBER(SEARCH(""去"",D3314)),ISNUMBER(SEARCH(""入"",D3314)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D3314)),""平"",""仄"")))",User correction
腡,平,"=IF(B3315="""",""Needs decision"",""Ready"")",平,lwa (A),,,1,,"=IF(B3315="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B3315)),OR(ISNUMBER(SEARCH(""上"",B3315)),ISNUMBER(SEARCH(""去"",B3315)),ISNUMBER(SEARCH(""入"",B3315)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B3315)),""平"",""仄"")))","=IF(D3315="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D3315)),OR(ISNUMBER(SEARCH(""上"",D3315)),ISNUMBER(SEARCH(""去"",D3315)),ISNUMBER(SEARCH(""入"",D3315)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D3315)),""平"",""仄"")))",
腥,平,"=IF(B3316="""",""Needs decision"",""Ready"")",平/去,seng [s̙eŋ] (平); sengH [s̙eŋh] (去),下平聲九青,"Pingshui main list, Wikisource-derived DOCX",2,Tang 300 gap; frequency 3; ambiguous in Xun Gong; User workbook edit 2026-09-03,"=IF(B3316="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B3316)),OR(ISNUMBER(SEARCH(""上"",B3316)),ISNUMBER(SEARCH(""去"",B3316)),ISNUMBER(SEARCH(""入"",B3316)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B3316)),""平"",""仄"")))","=IF(D3316="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D3316)),OR(ISNUMBER(SEARCH(""上"",D3316)),ISNUMBER(SEARCH(""去"",D3316)),ISNUMBER(SEARCH(""入"",D3316)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D3316)),""平"",""仄"")))",manual user correction
腦,上,"=IF(B3317="""",""Needs decision"",""Ready"")",上,nawX (B),上聲十九皓,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B3317="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B3317)),OR(ISNUMBER(SEARCH(""上"",B3317)),ISNUMBER(SEARCH(""去"",B3317)),ISNUMBER(SEARCH(""入"",B3317)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B3317)),""平"",""仄"")))","=IF(D3317="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D3317)),OR(ISNUMBER(SEARCH(""上"",D3317)),ISNUMBER(SEARCH(""去"",D3317)),ISNUMBER(SEARCH(""入"",D3317)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D3317)),""平"",""仄"")))",
腫,上,"=IF(B3318="""",""Needs decision"",""Ready"")",上,tsyowngX (B),上聲二腫,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B3318="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B3318)),OR(ISNUMBER(SEARCH(""上"",B3318)),ISNUMBER(SEARCH(""去"",B3318)),ISNUMBER(SEARCH(""入"",B3318)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B3318)),""平"",""仄"")))","=IF(D3318="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D3318)),OR(ISNUMBER(SEARCH(""上"",D3318)),ISNUMBER(SEARCH(""去"",D3318)),ISNUMBER(SEARCH(""入"",D3318)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D3318)),""平"",""仄"")))",
腯,入,"=IF(B3319="""",""Needs decision"",""Ready"")",入,dwot (D),入聲六月,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B3319="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B3319)),OR(ISNUMBER(SEARCH(""上"",B3319)),ISNUMBER(SEARCH(""去"",B3319)),ISNUMBER(SEARCH(""入"",B3319)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B3319)),""平"",""仄"")))","=IF(D3319="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D3319)),OR(ISNUMBER(SEARCH(""上"",D3319)),ISNUMBER(SEARCH(""去"",D3319)),ISNUMBER(SEARCH(""入"",D3319)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D3319)),""平"",""仄"")))",
腰,平,"=IF(B3320="""",""Needs decision"",""Ready"")",平,'jiew (A),下平聲二蕭,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B3320="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B3320)),OR(ISNUMBER(SEARCH(""上"",B3320)),ISNUMBER(SEARCH(""去"",B3320)),ISNUMBER(SEARCH(""入"",B3320)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B3320)),""平"",""仄"")))","=IF(D3320="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D3320)),OR(ISNUMBER(SEARCH(""上"",D3320)),ISNUMBER(SEARCH(""去"",D3320)),ISNUMBER(SEARCH(""入"",D3320)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D3320)),""平"",""仄"")))",
腳,入,"=IF(B3321="""",""Needs decision"",""Ready"")",入,kjak (D),入聲十藥,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B3321="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B3321)),OR(ISNUMBER(SEARCH(""上"",B3321)),ISNUMBER(SEARCH(""去"",B3321)),ISNUMBER(SEARCH(""入"",B3321)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B3321)),""平"",""仄"")))","=IF(D3321="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D3321)),OR(ISNUMBER(SEARCH(""上"",D3321)),ISNUMBER(SEARCH(""去"",D3321)),ISNUMBER(SEARCH(""入"",D3321)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D3321)),""平"",""仄"")))",
腸,平,"=IF(B3322="""",""Needs decision"",""Ready"")",平,drjang (A),下平聲七陽,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B3322="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B3322)),OR(ISNUMBER(SEARCH(""上"",B3322)),ISNUMBER(SEARCH(""去"",B3322)),ISNUMBER(SEARCH(""入"",B3322)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B3322)),""平"",""仄"")))","=IF(D3322="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D3322)),OR(ISNUMBER(SEARCH(""上"",D3322)),ISNUMBER(SEARCH(""去"",D3322)),ISNUMBER(SEARCH(""入"",D3322)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D3322)),""平"",""仄"")))",
腹,入,"=IF(B3323="""",""Needs decision"",""Ready"")",入,pjuwk (D),入聲一屋,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B3323="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B3323)),OR(ISNUMBER(SEARCH(""上"",B3323)),ISNUMBER(SEARCH(""去"",B3323)),ISNUMBER(SEARCH(""入"",B3323)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B3323)),""平"",""仄"")))","=IF(D3323="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D3323)),OR(ISNUMBER(SEARCH(""上"",D3323)),ISNUMBER(SEARCH(""去"",D3323)),ISNUMBER(SEARCH(""入"",D3323)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D3323)),""平"",""仄"")))",
膉,入,"=IF(B3324="""",""Needs decision"",""Ready"")",入,'jiek (D),,,1,,"=IF(B3324="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B3324)),OR(ISNUMBER(SEARCH(""上"",B3324)),ISNUMBER(SEARCH(""去"",B3324)),ISNUMBER(SEARCH(""入"",B3324)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B3324)),""平"",""仄"")))","=IF(D3324="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D3324)),OR(ISNUMBER(SEARCH(""上"",D3324)),ISNUMBER(SEARCH(""去"",D3324)),ISNUMBER(SEARCH(""入"",D3324)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D3324)),""平"",""仄"")))",
膊,入,"=IF(B3325="""",""Needs decision"",""Ready"")",入,phak (D),入聲十藥,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B3325="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B3325)),OR(ISNUMBER(SEARCH(""上"",B3325)),ISNUMBER(SEARCH(""去"",B3325)),ISNUMBER(SEARCH(""入"",B3325)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B3325)),""平"",""仄"")))","=IF(D3325="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D3325)),OR(ISNUMBER(SEARCH(""上"",D3325)),ISNUMBER(SEARCH(""去"",D3325)),ISNUMBER(SEARCH(""入"",D3325)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D3325)),""平"",""仄"")))",
膏,平,"=IF(B3326="""",""Needs decision"",""Ready"")",平/去,kaw (A); kawH (C),下平聲四豪; 去聲二十號,"Pingshui main list, Wikisource-derived DOCX",2,,"=IF(B3326="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B3326)),OR(ISNUMBER(SEARCH(""上"",B3326)),ISNUMBER(SEARCH(""去"",B3326)),ISNUMBER(SEARCH(""入"",B3326)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B3326)),""平"",""仄"")))","=IF(D3326="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D3326)),OR(ISNUMBER(SEARCH(""上"",D3326)),ISNUMBER(SEARCH(""去"",D3326)),ISNUMBER(SEARCH(""入"",D3326)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D3326)),""平"",""仄"")))",
膚,平,"=IF(B3327="""",""Needs decision"",""Ready"")",平,pju (A),上平聲七虞,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B3327="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B3327)),OR(ISNUMBER(SEARCH(""上"",B3327)),ISNUMBER(SEARCH(""去"",B3327)),ISNUMBER(SEARCH(""入"",B3327)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B3327)),""平"",""仄"")))","=IF(D3327="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D3327)),OR(ISNUMBER(SEARCH(""上"",D3327)),ISNUMBER(SEARCH(""去"",D3327)),ISNUMBER(SEARCH(""入"",D3327)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D3327)),""平"",""仄"")))",
膝,入,"=IF(B3328="""",""Needs decision"",""Ready"")",入,sit (D),入聲四質,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B3328="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B3328)),OR(ISNUMBER(SEARCH(""上"",B3328)),ISNUMBER(SEARCH(""去"",B3328)),ISNUMBER(SEARCH(""入"",B3328)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B3328)),""平"",""仄"")))","=IF(D3328="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D3328)),OR(ISNUMBER(SEARCH(""上"",D3328)),ISNUMBER(SEARCH(""去"",D3328)),ISNUMBER(SEARCH(""入"",D3328)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D3328)),""平"",""仄"")))",
膠,,"=IF(B3329="""",""Needs decision"",""Ready"")",平/上,kaew (A); kaewX (B),下平聲三肴; 去聲十九效,"Pingshui main list, Wikisource-derived DOCX",2,,"=IF(B3329="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B3329)),OR(ISNUMBER(SEARCH(""上"",B3329)),ISNUMBER(SEARCH(""去"",B3329)),ISNUMBER(SEARCH(""入"",B3329)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B3329)),""平"",""仄"")))","=IF(D3329="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D3329)),OR(ISNUMBER(SEARCH(""上"",D3329)),ISNUMBER(SEARCH(""去"",D3329)),ISNUMBER(SEARCH(""入"",D3329)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D3329)),""平"",""仄"")))",
膩,去,"=IF(B3330="""",""Needs decision"",""Ready"")",去,nrijH (C),去聲四寘,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B3330="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B3330)),OR(ISNUMBER(SEARCH(""上"",B3330)),ISNUMBER(SEARCH(""去"",B3330)),ISNUMBER(SEARCH(""入"",B3330)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B3330)),""平"",""仄"")))","=IF(D3330="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D3330)),OR(ISNUMBER(SEARCH(""上"",D3330)),ISNUMBER(SEARCH(""去"",D3330)),ISNUMBER(SEARCH(""入"",D3330)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D3330)),""平"",""仄"")))",
膬,入,"=IF(B3331="""",""Needs decision"",""Ready"")",入,tshjwet (D),,,1,,"=IF(B3331="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B3331)),OR(ISNUMBER(SEARCH(""上"",B3331)),ISNUMBER(SEARCH(""去"",B3331)),ISNUMBER(SEARCH(""入"",B3331)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B3331)),""平"",""仄"")))","=IF(D3331="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D3331)),OR(ISNUMBER(SEARCH(""上"",D3331)),ISNUMBER(SEARCH(""去"",D3331)),ISNUMBER(SEARCH(""入"",D3331)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D3331)),""平"",""仄"")))",
膳,去,"=IF(B3332="""",""Needs decision"",""Ready"")",去,dzyenH [dʑenh] (去),去聲十七霰,"Pingshui main list, Wikisource-derived DOCX",1,Tang 300 gap; frequency 1; provisional from Xun Gong,"=IF(B3332="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B3332)),OR(ISNUMBER(SEARCH(""上"",B3332)),ISNUMBER(SEARCH(""去"",B3332)),ISNUMBER(SEARCH(""入"",B3332)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B3332)),""平"",""仄"")))","=IF(D3332="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D3332)),OR(ISNUMBER(SEARCH(""上"",D3332)),ISNUMBER(SEARCH(""去"",D3332)),ISNUMBER(SEARCH(""入"",D3332)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D3332)),""平"",""仄"")))","Xun Gong, Tang 300 gap fill"
膷,平,"=IF(B3333="""",""Needs decision"",""Ready"")",平,xjang (A),下平聲七陽,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B3333="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B3333)),OR(ISNUMBER(SEARCH(""上"",B3333)),ISNUMBER(SEARCH(""去"",B3333)),ISNUMBER(SEARCH(""入"",B3333)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B3333)),""平"",""仄"")))","=IF(D3333="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D3333)),OR(ISNUMBER(SEARCH(""上"",D3333)),ISNUMBER(SEARCH(""去"",D3333)),ISNUMBER(SEARCH(""入"",D3333)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D3333)),""平"",""仄"")))",
膺,平,"=IF(B3334="""",""Needs decision"",""Ready"")",平,'ing (A),下平聲十蒸,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B3334="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B3334)),OR(ISNUMBER(SEARCH(""上"",B3334)),ISNUMBER(SEARCH(""去"",B3334)),ISNUMBER(SEARCH(""入"",B3334)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B3334)),""平"",""仄"")))","=IF(D3334="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D3334)),OR(ISNUMBER(SEARCH(""上"",D3334)),ISNUMBER(SEARCH(""去"",D3334)),ISNUMBER(SEARCH(""入"",D3334)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D3334)),""平"",""仄"")))",
膻,平,"=IF(B3335="""",""Needs decision"",""Ready"")",平,syen (A),,,1,,"=IF(B3335="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B3335)),OR(ISNUMBER(SEARCH(""上"",B3335)),ISNUMBER(SEARCH(""去"",B3335)),ISNUMBER(SEARCH(""入"",B3335)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B3335)),""平"",""仄"")))","=IF(D3335="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D3335)),OR(ISNUMBER(SEARCH(""上"",D3335)),ISNUMBER(SEARCH(""去"",D3335)),ISNUMBER(SEARCH(""入"",D3335)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D3335)),""平"",""仄"")))",
膽,上,"=IF(B3336="""",""Needs decision"",""Ready"")",上,tamX (B),上聲二十七感,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B3336="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B3336)),OR(ISNUMBER(SEARCH(""上"",B3336)),ISNUMBER(SEARCH(""去"",B3336)),ISNUMBER(SEARCH(""入"",B3336)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B3336)),""平"",""仄"")))","=IF(D3336="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D3336)),OR(ISNUMBER(SEARCH(""上"",D3336)),ISNUMBER(SEARCH(""去"",D3336)),ISNUMBER(SEARCH(""入"",D3336)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D3336)),""平"",""仄"")))",
膾,去,"=IF(B3337="""",""Needs decision"",""Ready"")",去,kwajH (C),去聲九泰,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B3337="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B3337)),OR(ISNUMBER(SEARCH(""上"",B3337)),ISNUMBER(SEARCH(""去"",B3337)),ISNUMBER(SEARCH(""入"",B3337)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B3337)),""平"",""仄"")))","=IF(D3337="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D3337)),OR(ISNUMBER(SEARCH(""上"",D3337)),ISNUMBER(SEARCH(""去"",D3337)),ISNUMBER(SEARCH(""入"",D3337)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D3337)),""平"",""仄"")))",
膿,平,"=IF(B3338="""",""Needs decision"",""Ready"")",平,nowng (A),上平聲二冬,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B3338="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B3338)),OR(ISNUMBER(SEARCH(""上"",B3338)),ISNUMBER(SEARCH(""去"",B3338)),ISNUMBER(SEARCH(""入"",B3338)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B3338)),""平"",""仄"")))","=IF(D3338="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D3338)),OR(ISNUMBER(SEARCH(""上"",D3338)),ISNUMBER(SEARCH(""去"",D3338)),ISNUMBER(SEARCH(""入"",D3338)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D3338)),""平"",""仄"")))",
臂,去,"=IF(B3339="""",""Needs decision"",""Ready"")",去,pjieH (C),去聲四寘,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B3339="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B3339)),OR(ISNUMBER(SEARCH(""上"",B3339)),ISNUMBER(SEARCH(""去"",B3339)),ISNUMBER(SEARCH(""入"",B3339)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B3339)),""平"",""仄"")))","=IF(D3339="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D3339)),OR(ISNUMBER(SEARCH(""上"",D3339)),ISNUMBER(SEARCH(""去"",D3339)),ISNUMBER(SEARCH(""入"",D3339)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D3339)),""平"",""仄"")))",
臆,入,"=IF(B3340="""",""Needs decision"",""Ready"")",入,'ik (D),入聲十三職,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B3340="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B3340)),OR(ISNUMBER(SEARCH(""上"",B3340)),ISNUMBER(SEARCH(""去"",B3340)),ISNUMBER(SEARCH(""入"",B3340)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B3340)),""平"",""仄"")))","=IF(D3340="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D3340)),OR(ISNUMBER(SEARCH(""上"",D3340)),ISNUMBER(SEARCH(""去"",D3340)),ISNUMBER(SEARCH(""入"",D3340)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D3340)),""平"",""仄"")))",
臊,平,"=IF(B3341="""",""Needs decision"",""Ready"")",平,saw (A),下平聲四豪,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B3341="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B3341)),OR(ISNUMBER(SEARCH(""上"",B3341)),ISNUMBER(SEARCH(""去"",B3341)),ISNUMBER(SEARCH(""入"",B3341)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B3341)),""平"",""仄"")))","=IF(D3341="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D3341)),OR(ISNUMBER(SEARCH(""上"",D3341)),ISNUMBER(SEARCH(""去"",D3341)),ISNUMBER(SEARCH(""入"",D3341)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D3341)),""平"",""仄"")))",
臍,平,"=IF(B3342="""",""Needs decision"",""Ready"")",平,dzej (A),上平聲八齊,"Pingshui main list, Wikisource-derived DOCX",1,,"=IF(B3342="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B3342)),OR(ISNUMBER(SEARCH(""上"",B3342)),ISNUMBER(SEARCH(""去"",B3342)),ISNUMBER(SEARCH(""入"",B3342)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B3342)),""平"",""仄"")))","=IF(D3342="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D3342)),OR(ISNUMBER(SEARCH(""上"",D3342)),ISNUMBER(SEARCH(""去"",D3342)),ISNUMBER(SEARCH(""入"",D3342)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D3342)),""平"",""仄"")))",
